LAST SEEN   TYPE      REASON                           OBJECT                                                                           MESSAGE
19m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-2-consumer-7b6956bff6-p8ccd                     Successfully assigned default/bench-kubebuilder-1784137300-2-consumer-7b6956bff6-p8ccd to deluca.pro
14m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-97-consumer-76686dd59d-qvlsm                    Successfully assigned default/bench-kubebuilder-1784137300-97-consumer-76686dd59d-qvlsm to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-94-consumer-6db9d7bf74-txnn5                    Successfully assigned default/bench-kubebuilder-1784137300-94-consumer-6db9d7bf74-txnn5 to deluca.pro
14m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-98-consumer-5bf557bb54-599qb                    Successfully assigned default/bench-kubebuilder-1784137300-98-consumer-5bf557bb54-599qb to deluca.pro
14m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-99-consumer-57994d7bdb-rccns                    Successfully assigned default/bench-kubebuilder-1784137300-99-consumer-57994d7bdb-rccns to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-50-consumer-9bb557dbb-c886x                     Successfully assigned default/bench-kubebuilder-1784137300-50-consumer-9bb557dbb-c886x to deluca.pro
17m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-50-consumer-9bb557dbb-kxqpp                     Successfully assigned default/bench-kubebuilder-1784137300-50-consumer-9bb557dbb-kxqpp to deluca.pro
1s          Normal    Scheduled                        pod/datastream-sample-consumer-75788b87b6-4c57h                                  Successfully assigned default/datastream-sample-consumer-75788b87b6-4c57h to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-51-consumer-65d4bcb7bb-qhzg9                    Successfully assigned default/bench-kubebuilder-1784137300-51-consumer-65d4bcb7bb-qhzg9 to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-2-consumer-7b6956bff6-nr4lj                     Successfully assigned default/bench-kubebuilder-1784137300-2-consumer-7b6956bff6-nr4lj to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-33-consumer-7fd4b48c7d-fpvj9                    Successfully assigned default/bench-kubebuilder-1784137300-33-consumer-7fd4b48c7d-fpvj9 to deluca.pro
8s          Normal    Scheduled                        pod/datastream-sample-consumer-75788b87b6-4r58v                                  Successfully assigned default/datastream-sample-consumer-75788b87b6-4r58v to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-17-consumer-5f89c78d74-dwrk9                    Successfully assigned default/bench-kubebuilder-1784137300-17-consumer-5f89c78d74-dwrk9 to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-6-consumer-754db467bd-zrrtp                     Successfully assigned default/bench-kubebuilder-1784137300-6-consumer-754db467bd-zrrtp to deluca.pro
8s          Normal    Scheduled                        pod/datastream-sample-consumer-75788b87b6-8qzjz                                  Successfully assigned default/datastream-sample-consumer-75788b87b6-8qzjz to deluca.pro
54m         Normal    Scheduled                        pod/datastream-sample-consumer-75788b87b6-z4qkm                                  Successfully assigned default/datastream-sample-consumer-75788b87b6-z4qkm to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-31-consumer-f6d994686-dfwd4                     Successfully assigned default/bench-kubebuilder-1784137300-31-consumer-f6d994686-dfwd4 to deluca.pro
17m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-17-consumer-5f89c78d74-g7p6g                    Successfully assigned default/bench-kubebuilder-1784137300-17-consumer-5f89c78d74-g7p6g to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-52-consumer-5bf84b44bb-xf7th                    Successfully assigned default/bench-kubebuilder-1784137300-52-consumer-5bf84b44bb-xf7th to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-53-consumer-86586b99bb-8jg9r                    Successfully assigned default/bench-kubebuilder-1784137300-53-consumer-86586b99bb-8jg9r to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-54-consumer-649c47c974-gzppq                    Successfully assigned default/bench-kubebuilder-1784137300-54-consumer-649c47c974-gzppq to deluca.pro
1s          Normal    Scheduled                        pod/datastream-sample-consumer-75788b87b6-gp99r                                  Successfully assigned default/datastream-sample-consumer-75788b87b6-gp99r to deluca.pro
17m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-32-consumer-6b847895c4-w679s                    Successfully assigned default/bench-kubebuilder-1784137300-32-consumer-6b847895c4-w679s to deluca.pro
54m         Normal    Scheduled                        pod/datastream-sample-consumer-75788b87b6-lsffr                                  Successfully assigned default/datastream-sample-consumer-75788b87b6-lsffr to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-55-consumer-54bbfb7c78-xg5sn                    Successfully assigned default/bench-kubebuilder-1784137300-55-consumer-54bbfb7c78-xg5sn to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-19-consumer-58f57bc48b-tqspm                    Successfully assigned default/bench-kubebuilder-1784137300-19-consumer-58f57bc48b-tqspm to deluca.pro
17m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-18-consumer-58677f566-4whtz                     Successfully assigned default/bench-kubebuilder-1784137300-18-consumer-58677f566-4whtz to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-56-consumer-57888f4b86-tpb67                    Successfully assigned default/bench-kubebuilder-1784137300-56-consumer-57888f4b86-tpb67 to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-57-consumer-648c8c89fd-5xhdx                    Successfully assigned default/bench-kubebuilder-1784137300-57-consumer-648c8c89fd-5xhdx to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-58-consumer-865d656df4-n6lmc                    Successfully assigned default/bench-kubebuilder-1784137300-58-consumer-865d656df4-n6lmc to deluca.pro
54m         Normal    Scheduled                        pod/datastream-sample-consumer-75788b87b6-wk9db                                  Successfully assigned default/datastream-sample-consumer-75788b87b6-wk9db to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-18-consumer-58677f566-rnvg7                     Successfully assigned default/bench-kubebuilder-1784137300-18-consumer-58677f566-rnvg7 to deluca.pro
19m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-6-consumer-754db467bd-cbppx                     Successfully assigned default/bench-kubebuilder-1784137300-6-consumer-754db467bd-cbppx to deluca.pro
17m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-31-consumer-f6d994686-zzbxx                     Successfully assigned default/bench-kubebuilder-1784137300-31-consumer-f6d994686-zzbxx to deluca.pro
17m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-6-consumer-754db467bd-6t4nm                     Successfully assigned default/bench-kubebuilder-1784137300-6-consumer-754db467bd-6t4nm to deluca.pro
17m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-19-consumer-58f57bc48b-2q57j                    Successfully assigned default/bench-kubebuilder-1784137300-19-consumer-58f57bc48b-2q57j to deluca.pro
15m         Normal    Scheduled                        pod/bench-kubebuilder-1784137300-32-consumer-6b847895c4-kbkj4                    Successfully assigned default/bench-kubebuilder-1784137300-32-consumer-6b847895c4-kbkj4 to deluca.pro
54m         Normal    Scheduled                        pod/datastream-sample-consumer-75788b87b6-w9bnl                                  Successfully assigned default/datastream-sample-consumer-75788b87b6-w9bnl to deluca.pro
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-569cff5              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-7e52c28              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-1f814e4              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-2ddc950              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-39e0aae              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-3c84b45              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-dc94679              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-d5f30dd              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-96609a6              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-95ac576              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-8a19dfc              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-47f2a27              All functions have required composition capability
56m         Normal    CheckCapabilities                compositionrevision/xdatastreams.messaging.lorenzodeluca.it-6a773fe              All functions have required composition capability
54m         Normal    SuccessfulCreate                 replicaset/datastream-sample-consumer-75788b87b6                                 Created pod: datastream-sample-consumer-75788b87b6-w9bnl
54m         Normal    ScalingReplicaSet                deployment/datastream-sample-consumer                                            Scaled up replica set datastream-sample-consumer-75788b87b6 from 0 to 2
54m         Normal    SuccessfulCreate                 replicaset/datastream-sample-consumer-75788b87b6                                 Created pod: datastream-sample-consumer-75788b87b6-z4qkm
54m         Normal    Pulled                           pod/datastream-sample-consumer-75788b87b6-z4qkm                                  Container image "alpine:3.20" already present on machine and can be accessed by the pod
54m         Normal    Created                          pod/datastream-sample-consumer-75788b87b6-z4qkm                                  Container created
54m         Normal    Started                          pod/datastream-sample-consumer-75788b87b6-z4qkm                                  Container started
54m         Normal    Started                          pod/datastream-sample-consumer-75788b87b6-w9bnl                                  Container started
54m         Normal    Created                          pod/datastream-sample-consumer-75788b87b6-w9bnl                                  Container created
54m         Normal    Pulled                           pod/datastream-sample-consumer-75788b87b6-w9bnl                                  Container image "alpine:3.20" already present on machine and can be accessed by the pod
54m         Normal    Killing                          pod/datastream-sample-consumer-75788b87b6-z4qkm                                  Stopping container consumer
54m         Normal    Killing                          pod/datastream-sample-consumer-75788b87b6-w9bnl                                  Stopping container consumer
54m         Normal    ScalingReplicaSet                deployment/datastream-sample-consumer                                            Scaled up replica set datastream-sample-consumer-75788b87b6 from 0 to 2
54m         Normal    SuccessfulCreate                 replicaset/datastream-sample-consumer-75788b87b6                                 Created pod: datastream-sample-consumer-75788b87b6-wk9db
